Resource,MA_natural_gas_combined_cycle,MA_solar_pv,CT_natural_gas_combined_cycle,Onshore_wind,CT_solar_pv,ME_natural_gas_combined_cycle,MA_battery,CT_battery,ME_battery,Total
t4468,-0.0,-0.0,8220.302219150002,-0.0,-0.0,3266.6657718080937,0.0,-0.0,-0.0,11486.967990958095
t4469,-0.0,-0.0,8221.30221915,-0.0,-0.0,3268.7054696093505,0.0,-0.0,-0.0,11490.007688759351
t4470,-0.0,617.6148995609316,8293.302219150002,-0.0,-0.0,4216.188030807478,0.0,-0.0,-0.0,13127.105149518411
t4471,-0.0,345.4732419707585,8550.30221915,-0.0,-0.0,5286.307693999999,0.0,-0.0,-0.0,14182.083155120758
t4472,-0.0,902.7932832632085,8892.30221915,-0.0,-0.0,5450.307693999999,0.0,-0.0,-0.0,15245.403196413208
t4473,-0.0,1569.29590574453,9181.30221915,-0.0,-0.0,5588.307693999999,0.0,-0.0,-0.0,16338.90581889453
t4474,327.0293805105635,2058.580532639437,9423.30221915,-0.0,-0.0,5704.307694,0.0,-0.0,-0.0,17513.2198263
t4475,688.6673662477656,2408.942546902235,9627.302219150002,-0.0,-0.0,5801.307694,0.0,-0.0,-0.0,18526.219826300003
t4476,1152.5939140235573,2435.015999126443,9767.30221915,-0.0,-0.0,5867.307694,0.0,-0.0,0.0,19222.2198263
t4477,1332.2639037004444,2574.3460094495554,9858.302219150002,-0.0,-0.0,5911.307693999999,0.0,-0.0,0.0,19676.219826300003
t4478,1741.1880903900267,2501.421822759973,9953.302219150002,-0.0,-0.0,5957.307694,0.0,-0.0,0.0,20153.219826300003
t4479,2178.516001969841,2274.093911180158,10014.302219150002,-0.0,-0.0,5986.307694,0.0,-0.0,0.0,20453.219826300003
t4480,2749.432318372059,1871.1775947779408,10062.30221915,-0.0,-0.0,6008.307694,0.0,-0.0,0.0,20691.2198263
t4481,2862.8206139427593,1352.5603341308,10087.30221915,-0.0,-0.0,6021.307694,493.22896507643986,-0.0,0.0,20817.2198263
t4482,2862.8206139427593,671.7987924643642,10073.302219149999,-0.0,-0.0,6014.307693999999,1124.990506742876,-0.0,0.0,20747.2198263
t4483,2862.8206139427593,219.58735545075336,9935.302219150002,-0.0,-0.0,5948.307693999999,1094.2019437564863,-0.0,0.0,20060.2198263
t4484,2862.8206139427593,7.333158438058553,9778.302219150002,-0.0,-0.0,5873.307693999999,756.4561407691821,-0.0,0.0,19278.219826300003
t4485,2862.8206139427593,-0.0,9724.30221915,-0.0,-0.0,5847.307693999999,577.7892992072409,-0.0,0.0,19012.2198263
t4486,2862.8206139427593,-0.0,9608.302219150002,-0.0,-0.0,5792.307694,171.78929920724028,-0.0,0.0,18435.219826300003
t4487,2017.6099131500002,-0.0,9318.30221915,-0.0,-0.0,5654.307694,0.0,-0.0,0.0,16990.2198263
t4488,916.6099131499994,-0.0,9003.30221915,-0.0,-0.0,5503.307694,0.0,0.0,0.0,15423.2198263
t4489,57.609913149999414,-0.0,8759.30221915,-0.0,-0.0,5387.307693999999,0.0,0.0,0.0,14204.2198263
t4490,-0.0,-0.0,8593.30221915,-0.0,-0.0,5163.644178880953,0.0,0.0,0.0,13756.946398030954
t4491,-0.0,-0.0,8481.30221915,-0.0,-0.0,5254.307693999999,0.0,0.0,0.0,13735.60991315
t4492,-0.0,-0.0,8410.30221915,-0.0,-0.0,5220.307694,0.0,0.0,0.0,13630.609913150001
t4493,-0.0,-0.0,8380.302219150002,-0.0,-0.0,3914.8010050604184,0.0,0.0,-0.0,12295.103224210421
t4494,-0.0,303.91867748842674,8376.30221915,-0.0,-0.0,3589.5719913347302,0.0,0.0,-0.0,12269.792887973159
t4495,-0.0,382.9538295430578,8479.302219150002,-0.0,-0.0,5206.388801592995,0.0,0.0,-0.0,14068.644850286055
t4496,-0.0,889.3491594601012,8721.30221915,-0.0,-0.0,5368.307693999999,0.0,0.0,-0.0,14978.959072610101
t4497,-0.0,1312.2279627214778,9030.30221915,-0.0,-0.0,5516.307694,0.0,0.0,-0.0,15858.837875871479
t4498,457.3116463192605,1470.2982668307397,9292.30221915,-0.0,-0.0,5641.307694,-0.0,0.0,-0.0,16861.2198263
t4499,1034.498162651814,1526.1117504981855,9473.302219150002,-0.0,-0.0,5728.307694,0.0,0.0,-0.0,17762.219826300003
t4500,1366.7229791539462,1634.886933996054,9599.30221915,-0.0,-0.0,5788.307694,0.0,0.0,0.0,18389.2198263
t4501,1507.4828453179437,1550.5556119583807,9685.302219150002,-0.0,-0.0,5829.307694,243.57145587367478,0.0,0.0,18816.219826300003
t4502,1507.4828453179437,1535.8892950822637,9684.30221915,-0.0,-0.0,5828.307693999999,255.23777274979165,0.0,0.0,18811.2198263
t4503,1507.4828453179437,1359.8934925688584,9604.302219150002,-0.0,-0.0,5790.307693999999,151.2335752631977,0.0,0.0,18413.219826300003
t4504,1507.4828453179437,1234.8224014308598,9528.302219150002,-0.0,-0.0,5754.307693999999,11.304666401195762,0.0,0.0,18036.2198263
t4505,1507.4828453179437,1126.4546156239944,9528.302219150002,-0.0,-0.0,5753.307694,115.67245220806144,0.0,0.0,18031.219826300003
t4506,1507.4828453179437,673.8357809193805,9549.30221915,-0.0,-0.0,5764.307693999999,644.2912869126762,0.0,0.0,18139.2198263
t4507,1507.4828453179437,270.10466913515666,9508.302219150002,-0.0,-0.0,5744.307694,905.0223986968992,0.0,0.0,17935.219826300003
t4508,1507.4828453179437,25.25865684220168,9412.302219150002,-0.0,-0.0,5698.307693999999,810.8684109898538,0.0,0.0,17454.2198263
t4509,1507.4828453179437,-0.0,9357.30221915,-0.0,-0.0,5672.307694,648.1270678320566,0.0,-0.0,17185.219826300003
t4510,1507.4828453179437,-0.0,9296.30221915,-0.0,-0.0,5643.307694,433.1270678320567,-0.0,-0.0,16880.219826300003
t4511,1153.6099131499996,-0.0,9072.302219150002,-0.0,-0.0,5536.307693999999,0.0,-0.0,-0.0,15762.219826300001
t4512,214.60991314999944,-0.0,8803.30221915,-0.0,-0.0,5407.307694,0.0,-0.0,-0.0,14425.2198263
t4513,-0.0,-0.0,8565.30221915,-0.0,-0.0,5294.307693999999,0.0,-0.0,-0.0,13859.60991315
t4514,-0.0,-0.0,8400.30221915,-0.0,-0.0,5215.307694,0.0,-0.0,-0.0,13615.609913150001
t4515,-0.0,-0.0,8286.30221915,-0.0,-0.0,3532.2310189525406,0.0,-0.0,-0.0,11818.53323810254
t4516,-0.0,-0.0,8213.30221915,-0.0,-0.0,3237.149700391765,0.0,-0.0,-0.0,11450.451919541765
t4517,-0.0,-0.0,8172.302219150001,-0.0,-0.0,3070.2914587013292,0.0,-0.0,-0.0,11242.593677851331
t4518,-0.0,505.5805345350369,8132.30221915,-0.0,-0.0,2900.5518469559997,0.0,-0.0,-0.0,11538.434600641036
t4519,-0.0,353.62119579082355,8210.30221915,-0.0,-0.0,2900.5518469559997,0.0,-0.0,-0.0,11464.475261896823
t4520,-0.0,898.3119086621728,8425.30221915,-0.0,-0.0,4461.049988954894,0.0,-0.0,-0.0,13784.664116767066
t4521,-0.0,1568.481110362524,8708.30221915,-0.0,-0.0,4676.590897698147,0.0,-0.0,-0.0,14953.374227210672
t4522,-0.0,2076.0986333525775,8974.30221915,-0.0,-0.0,4200.740111745485,0.0,-0.0,-0.0,15251.140964248063
t4523,-0.0,2447.237929856541,9196.30221915,-0.0,-0.0,4718.61700621278,0.0,-0.0,-0.0,16362.157155219322
t4524,-0.0,2570.679430230526,9373.30221915,-0.0,-0.0,5680.307694,0.0,-0.0,-0.0,17624.289343380526
t4525,108.8919204069838,2506.7179927430157,9489.30221915,-0.0,-0.0,5735.307693999999,-0.0,-0.0,-0.0,17840.2198263
t4526,363.3355195242678,2471.2743936257325,9552.30221915,-0.0,-0.0,5765.307694,0.0,-0.0,-0.0,18152.2198263
t4527,701.5535151106822,2294.0563980393176,9597.30221915,-0.0,-0.0,5787.307694,0.0,-0.0,-0.0,18380.2198263
t4528,1248.5070823108288,1900.1028308391717,9641.30221915,-0.0,-0.0,5807.307693999999,0.0,-0.0,-0.0,18597.2198263
t4529,1890.2597535464693,1357.8565041138422,9695.30221915,-0.0,-0.0,5833.307694,88.4936554896878,-0.0,-0.0,18865.2198263
t4530,1890.2597535464693,684.428120885465,9725.30221915,-0.0,-0.0,5848.307694,867.9220387180651,-0.0,-0.0,19016.2198263
t4531,1890.2597535464693,298.6225075053844,9671.30221915,-0.0,-0.0,5822.307693999999,1062.7276520981466,-0.0,-0.0,18745.2198263
t4532,1890.2597535464693,128.73767035702795,9557.30221915,-0.0,-0.0,5768.307694,835.6124892465028,-0.0,-0.0,18180.2198263
t4533,1890.2597535464693,-0.0,9519.30221915,-0.0,-0.0,5750.307694,831.3501596035297,-0.0,-0.0,17991.2198263
t4534,1890.2597535464693,-0.0,9434.30221915,-0.0,-0.0,5709.307693999999,532.3501596035303,-0.0,-0.0,17566.2198263
t4535,1368.6099131499993,-0.0,9132.30221915,-0.0,-0.0,5565.307693999999,0.0,-0.0,-0.0,16066.2198263
t4536,188.60991314999964,-0.0,8796.30221915,-0.0,-0.0,5404.307694,0.0,-0.0,-0.0,14389.2198263
t4537,-0.0,-0.0,8534.302219150002,-0.0,-0.0,5279.307694,0.0,-0.0,-0.0,13813.609913150001
t4538,-0.0,-0.0,8357.30221915,-0.0,-0.0,4363.6680758243965,0.0,-0.0,-0.0,12720.970294974397
t4539,-0.0,-0.0,8246.30221915,-0.0,-0.0,3370.452172864616,0.0,-0.0,-0.0,11616.754392014616
t4540,-0.0,-0.0,8184.30221915,-0.0,-0.0,3117.0854147264504,0.0,-0.0,-0.0,11301.387633876451
t4541,-0.0,-0.0,8190.30221915,-0.0,-0.0,4426.876605108839,0.0,0.0,-0.0,12617.178824258839
t4542,-0.0,647.3549310041691,8271.30221915,-0.0,-0.0,2900.5518469559997,0.0,0.0,-0.0,11819.208997110169
t4543,-0.0,384.1760226160675,8536.30221915,-0.0,-0.0,5280.307693999999,0.0,0.0,-0.0,14200.785935766067
t4544,-0.0,906.4598624822379,8854.302219150002,-0.0,-0.0,5432.307693999999,0.0,0.0,-0.0,15193.069775632239
t4545,-0.0,1506.9640590210327,9076.302219150002,-0.0,-0.0,5538.307694,0.0,0.0,-0.0,16121.573972171034
t4546,-0.0,2072.0246564425447,9252.302219150002,-0.0,-0.0,5622.307694,0.0,0.0,-0.0,16946.63456959255
t4547,-0.0,2406.9055584472185,9392.30221915,-0.0,-0.0,5689.307694,0.0,-0.0,-0.0,17488.51547159722
t4548,25.338142953387965,2581.271770196611,9487.30221915,-0.0,-0.0,5734.307694,-0.0,-0.0,-0.0,17828.2198263
t4549,198.56191008387202,2646.0480030661283,9554.30221915,-0.0,-0.0,5766.307694,0.0,-0.0,-0.0,18165.2198263
t4550,445.00655857280293,2654.603354577196,9627.302219150002,-0.0,-0.0,5801.307694,0.0,-0.0,-0.0,18528.219826300003
t4551,871.5926023089966,2380.0173108410036,9670.30221915,-0.0,-0.0,5821.307694,0.0,0.0,-0.0,18743.2198263
t4552,1393.8045640084301,1949.8053491415687,9697.302219150002,-0.0,-0.0,5834.307693999999,0.0,0.0,-0.0,18875.2198263
t4553,1555.9342027369298,1403.89244319721,9721.30221915,-0.0,-0.0,5846.307694,467.78326721586063,0.0,-0.0,18995.219826300003
t4554,1555.9342027369298,695.0204608515496,9707.30221915,-0.0,-0.0,5839.307693999999,1127.65524956152,0.0,-0.0,18925.2198263
t4555,1555.9342027369298,306.3630636344463,9603.30221915,-0.0,-0.0,5790.307693999999,1153.3126467786235,-0.0,-0.0,18409.2198263
t4556,1555.9342027369298,469.3221400357474,9462.30221915,-0.0,-0.0,5723.307694,498.3535703773232,-0.0,-0.0,17709.2198263
t4557,1555.9342027369298,-0.0,9387.302219150002,-0.0,-0.0,5686.307694,700.6757104130694,-0.0,-0.0,17330.219826300003
t4558,1555.9342027369298,-0.0,9263.30221915,-0.0,-0.0,5628.307694,270.6757104130697,-0.0,-0.0,16718.2198263
t4559,685.6099131499996,-0.0,8937.30221915,-0.0,-0.0,5472.307693999999,-0.0,-0.0,-0.0,15095.2198263
t4560,-0.0,-0.0,8606.30221915,-0.0,-0.0,5313.307694,0.0,-0.0,-0.0,13919.609913150001
t4561,-0.0,-0.0,8364.30221915,-0.0,-0.0,3848.6497688239933,0.0,0.0,-0.0,12212.951987973993
t4562,-0.0,-0.0,8212.30221915,-0.0,-0.0,4518.444668258452,0.0,0.0,-0.0,12730.746887408452
t4563,-0.0,-0.0,8115.302219150001,-0.0,-0.0,4126.715890945551,0.0,0.0,0.0,12242.018110095552
t4564,-0.0,-0.0,8070.302219150001,-0.0,-0.0,2900.5518469559997,0.0,0.0,0.0,10970.854066106001
t4565,-0.0,-0.0,8084.30221915,-0.0,-0.0,2900.5518469559997,0.0,0.0,0.0,10984.854066106
t4566,-0.0,647.3549310041691,8165.302219150002,-0.0,-0.0,2900.5518469559997,0.0,-0.0,0.0,11713.20899711017
t4567,-0.0,362.58394499289517,8430.30221915,-0.0,-0.0,4300.69120446434,0.0,-0.0,0.0,13093.577368607235
t4568,-0.0,917.0522024483224,8746.30221915,-0.0,-0.0,4464.012464080747,0.0,-0.0,0.0,14127.366885679068
t4569,-0.0,1604.7395048618134,8971.30221915,-0.0,-0.0,4671.2765606321245,0.0,-0.0,0.0,15247.318284643938
t4570,-0.0,2136.3934916210587,9146.30221915,-0.0,-0.0,4834.177656104297,0.0,-0.0,0.0,16116.873366875356
t4571,-0.0,2524.2360934561552,9297.302219150002,-0.0,-0.0,5053.176571239543,0.0,-0.0,0.0,16874.7148838457
t4572,-0.0,2682.713795256421,9398.30221915,-0.0,-0.0,5692.307694,0.0,-0.0,0.0,17773.32370840642
t4573,-0.0,2684.750783711437,9471.30221915,-0.0,-0.0,5726.307694,0.0,0.0,0.0,17882.360696861437
t4574,203.89533086484346,2649.714582285157,9557.30221915,-0.0,-0.0,5767.307693999999,-0.0,0.0,-0.0,18178.2198263
t4575,702.4816369439475,2386.1282762060523,9624.302219150002,-0.0,-0.0,5800.307694,0.0,0.0,-0.0,18513.219826300003
t4576,1314.4341547724437,1948.175758377556,9673.30221915,-0.0,-0.0,5823.307693999999,0.0,0.0,-0.0,18759.2198263
t4577,1622.642798334192,1387.5965355570797,9706.30221915,-0.0,-0.0,5839.307693999999,364.37057925872796,0.0,-0.0,18920.2198263
t4578,1622.642798334192,701.1314262165984,9688.302219150002,-0.0,-0.0,5831.307693999999,989.8356885992094,0.0,-0.0,18833.219826300003
t4579,1622.642798334192,302.2890867244137,9596.30221915,-0.0,-0.0,5786.307693999999,1066.6780280913945,0.0,-0.0,18374.219826300003
t4580,1622.642798334192,161.3294856372882,9462.30221915,-0.0,-0.0,5722.307693999999,737.6376291785198,0.0,-0.0,17706.2198263
t4581,1622.642798334192,-0.0,9405.30221915,-0.0,-0.0,5695.307693999999,697.9671148158073,0.0,-0.0,17421.219826300003
t4582,1622.642798334192,-0.0,9308.30221915,-0.0,-0.0,5649.307694,361.967114815807,0.0,0.0,16942.219826300003
t4583,876.6099131500002,-0.0,8992.30221915,-0.0,-0.0,5498.307693999999,-0.0,0.0,0.0,15367.2198263
t4584,-0.0,-0.0,8671.30221915,-0.0,-0.0,5344.307693999999,0.0,0.0,0.0,14015.60991315
t4585,-0.0,-0.0,8433.30221915,-0.0,-0.0,4859.853403845813,0.0,0.0,0.0,13293.155622995813
t4586,-0.0,-0.0,8283.30221915,-0.0,-0.0,4805.367195614204,0.0,0.0,0.0,13088.669414764205
t4587,-0.0,-0.0,8192.30221915,-0.0,-0.0,4436.015547413234,0.0,0.0,0.0,12628.317766563236
t4588,-0.0,-0.0,8150.302219150001,-0.0,-0.0,4266.097759020915,0.0,0.0,0.0,12416.399978170917
t4589,-0.0,-0.0,8168.302219150002,-0.0,-0.0,3052.9937251919077,0.0,0.0,0.0,11221.29594434191
t4590,-0.0,349.1398211897878,8261.302219150002,-0.0,-0.0,3077.4541506926575,0.0,0.0,-0.0,11687.896191032449
t4591,-0.0,401.28672563820425,8529.30221915,-0.0,-0.0,4105.850758507621,0.0,0.0,-0.0,13036.439703295826
t4592,-0.0,910.9412370832736,8855.30221915,-0.0,-0.0,4906.747609827464,0.0,0.0,-0.0,14672.991066060738
t4593,-0.0,1500.0382982739775,9102.30221915,-0.0,-0.0,5550.307694,0.0,0.0,-0.0,16152.648211423977
t4594,63.50655762500342,1878.1033555249965,9297.302219150002,-0.0,-0.0,5643.307694,-0.0,0.0,-0.0,16882.219826300003
t4595,241.96117514459826,2304.648738005402,9469.30221915,-0.0,-0.0,5725.307693999999,0.0,0.0,0.0,17741.2198263
t4596,543.1878280471154,2490.422085102885,9608.302219150002,-0.0,-0.0,5792.307694,0.0,0.0,0.0,18434.219826300003
t4597,873.5952257381183,2490.014687411882,9703.30221915,-0.0,-0.0,5837.307694,0.0,0.0,0.0,18904.2198263
t4598,723.5312178587483,2912.078695291252,9780.30221915,-0.0,-0.0,5874.307694,0.0,-0.0,0.0,19290.2198263
t4599,1526.9598634300378,2249.6500497199627,9821.30221915,-0.0,-0.0,5893.307694,0.0,-0.0,0.0,19491.2198263
t4600,1999.9509437710224,1875.6589693789767,9849.30221915,-0.0,-0.0,5907.307694,0.0,-0.0,0.0,19632.2198263
t4601,2219.173578322888,1359.0786971868517,9883.302219150002,-0.0,-0.0,5923.307694,415.3576376402599,-0.0,-0.0,19800.219826300003
t4602,2219.173578322888,688.9094954865008,9873.30221915,-0.0,-0.0,5919.307693999999,1055.5268393406116,-0.0,-0.0,19756.2198263
t4603,2219.173578322888,311.2518359264852,9777.30221915,-0.0,-0.0,5872.307694,1094.1844989006265,-0.0,-0.0,19274.2198263
t4604,2219.173578322888,171.92182560337275,9631.30221915,-0.0,-0.0,5803.307694,722.51450922374,-0.0,-0.0,18548.2198263
t4605,2219.173578322888,-0.0,9560.302219150002,-0.0,-0.0,5769.307694,644.4363348271124,0.0,-0.0,18193.2198263
t4606,2219.173578322888,-0.0,9457.30221915,-0.0,-0.0,5720.307694,286.436334827112,0.0,-0.0,17683.2198263
t4607,1373.6099131500002,-0.0,9134.30221915,-0.0,-0.0,5566.307694,0.0,0.0,-0.0,16074.2198263
t4608,183.60991314999887,-0.0,8795.30221915,-0.0,-0.0,5403.307693999999,-0.0,0.0,-0.0,14382.2198263
t4609,-0.0,-0.0,8546.30221915,-0.0,-0.0,5286.307693999999,0.0,0.0,0.0,13832.60991315
t4610,-0.0,-0.0,8385.30221915,-0.0,-0.0,4732.505406464462,0.0,0.0,0.0,13117.807625614463
t4611,-0.0,-0.0,8277.30221915,-0.0,-0.0,4781.970217601644,0.0,0.0,0.0,13059.272436751646
t4612,-0.0,-0.0,8221.30221915,-0.0,-0.0,3269.725318509978,0.0,-0.0,0.0,11491.027537659978
t4613,-0.0,-0.0,8233.302219150002,-0.0,-0.0,3317.5391234357276,0.0,-0.0,0.0,11550.841342585729
t4614,-0.0,449.76705086759125,8327.30221915,-0.0,-0.0,4523.70964504427,0.0,0.0,0.0,13300.778915061861
t4615,-0.0,357.6951727008561,8610.30221915,-0.0,-0.0,5316.307694,0.0,0.0,0.0,14284.305085850858
t4616,-0.0,892.6083409881271,8946.30221915,-0.0,-0.0,5476.307694,0.0,0.0,-0.0,15315.218254138126
t4617,56.27701895045291,1571.3328941995467,9207.30221915,-0.0,-0.0,5600.307693999999,-0.0,0.0,-0.0,16435.2198263
t4618,312.25209826939613,2079.3578148806027,9425.30221915,-0.0,-0.0,5705.307694,0.0,0.0,-0.0,17522.2198263
t4619,692.4832110014196,2452.1267021485796,9640.302219150002,-0.0,-0.0,5807.307693999999,0.0,0.0,0.0,18592.219826300003
t4620,1112.5983738530629,2622.011539296936,9808.30221915,-0.0,-0.0,5887.307693999999,0.0,-0.0,0.0,19430.2198263
t4621,1540.0771250249777,2507.532788125022,9898.30221915,-0.0,-0.0,5931.307693999999,0.0,-0.0,0.0,19877.2198263
t4622,1374.6448066529179,3015.9651064970817,9996.30221915,-0.0,-0.0,5977.307693999999,0.0,-0.0,0.0,20364.2198263
t4623,2330.3683104926895,2293.241602657311,10063.302219150002,-0.0,-0.0,6009.307693999999,0.0,-0.0,0.0,20696.219826300003
t4624,2845.211437013609,1927.3984761363897,10105.30221915,-0.0,-0.0,6029.307694,0.0,0.0,0.0,20907.2198263
t4625,2884.0317892453245,1384.3373540290536,10135.30221915,-0.0,-0.0,6043.307693999999,610.2407698756211,0.0,0.0,21057.2198263
t4626,2884.0317892453245,686.4651093404814,10101.302219150002,-0.0,-0.0,6027.307693999999,1187.1130145641944,0.0,0.0,20886.219826300003
t4627,2884.0317892453245,297.4003144323746,9984.30221915,-0.0,-0.0,5971.307694,1166.177809472301,0.0,0.0,20303.2198263
t4628,2884.0317892453245,209.80981086667524,9806.30221915,-0.0,-0.0,5887.307693999999,630.7683130379997,0.0,0.0,19418.2198263
t4629,2884.0317892453245,-0.0,9721.30221915,-0.0,-0.0,5846.307694,544.5781239046754,0.0,0.0,18996.2198263
t4630,2884.0317892453245,-0.0,9588.30221915,-0.0,-0.0,5782.307694,79.57812390467555,0.0,0.0,18334.219826300003
t4631,1772.6099131499993,-0.0,9248.30221915,-0.0,-0.0,5620.307693999999,0.0,0.0,0.0,16641.2198263
t4632,548.6099131499991,-0.0,8898.30221915,-0.0,-0.0,5453.307693999999,-0.0,0.0,0.0,14900.2198263
t4633,-0.0,-0.0,8628.30221915,-0.0,-0.0,5324.307694,0.0,0.0,0.0,13952.609913150001
t4634,-0.0,-0.0,8455.30221915,-0.0,-0.0,5043.66460505031,0.0,0.0,-0.0,13498.96682420031
t4635,-0.0,-0.0,8350.30221915,-0.0,-0.0,5073.972140559907,0.0,0.0,-0.0,13424.274359709907
t4636,-0.0,-0.0,8291.30221915,-0.0,-0.0,4838.942813732418,0.0,0.0,-0.0,13130.245032882418
t4637,-0.0,-0.0,8303.30221915,-0.0,-0.0,3601.402104089596,0.0,-0.0,-0.0,11904.704323239595
t4638,-0.0,549.5794851633882,8398.30221915,-0.0,-0.0,4712.898117716329,0.0,-0.0,-0.0,13660.779822029719
t4639,-0.0,354.43599117283003,8664.30221915,-0.0,-0.0,4700.000109642181,0.0,-0.0,-0.0,13718.73831996501
t4640,60.890344453911176,887.7195686960882,9012.302219150002,-0.0,-0.0,5508.307694,-0.0,-0.0,-0.0,15469.219826300003
t4641,444.7195686960865,1491.8903444539123,9295.30221915,-0.0,-0.0,5643.307694,0.0,-0.0,-0.0,16875.2198263
t4642,952.0983729052637,1845.511540244736,9541.30221915,-0.0,-0.0,5760.307694,0.0,-0.0,-0.0,18099.2198263
t4643,1471.9931790842834,2093.616734065717,9760.30221915,-0.0,-0.0,5865.307694,0.0,-0.0,-0.0,19191.2198263
t4644,2125.6217204766467,2047.9881926733526,9933.30221915,-0.0,-0.0,5947.307693999999,0.0,-0.0,-0.0,20054.2198263
t4645,2635.65713487419,1979.9527782758094,10060.302219150002,-0.0,-0.0,6008.307694,0.0,-0.0,-0.0,20684.219826300003
t4646,2917.881164347585,2055.7287488024144,10163.30221915,-0.0,-0.0,6057.307693999999,0.0,0.0,-0.0,21194.2198263
t4647,2961.685732532475,1952.2497352875882,10199.30221915,-0.0,-0.0,6074.307694,187.67444532993682,0.0,-0.0,21375.2198263
t4648,2961.685732532475,1663.812170057285,10193.30221915,-0.0,-0.0,6071.307694,453.11201056024066,0.0,-0.0,21343.219826300003
t4649,2961.685732532475,1181.0459062184302,10164.30221915,-0.0,-0.0,6058.307694,838.8782743990939,0.0,-0.0,21204.2198263
t4650,2961.685732532475,624.1332626169835,10070.30221915,-0.0,-0.0,6013.307694,1063.7909180005413,0.0,-0.0,20733.2198263
t4651,2961.685732532475,208.58761779366552,9900.30221915,-0.0,-0.0,5932.307693999999,886.3365628238595,-0.0,-0.0,19889.219826300003
t4652,2961.685732532475,32.18441758925699,9736.30221915,-0.0,-0.0,5853.307694,486.7397630282677,-0.0,-0.0,19070.2198263
t4653,2961.685732532475,-0.0,9673.30221915,-0.0,-0.0,5823.307693999999,301.92418061752414,-0.0,-0.0,18760.2198263
t4654,2848.6099131499996,-0.0,9555.30221915,-0.0,-0.0,5767.307693999999,0.0,-0.0,-0.0,18171.2198263
t4655,1794.6099131499996,-0.0,9254.30221915,-0.0,-0.0,5623.307693999999,0.0,-0.0,0.0,16672.2198263
t4656,684.6099131500001,-0.0,8937.30221915,-0.0,-0.0,5472.307693999999,-0.0,-0.0,0.0,15094.2198263
t4657,-0.0,-0.0,8690.30221915,-0.0,-0.0,5353.307694,0.0,-0.0,0.0,14043.609913150001
t4658,-0.0,-0.0,8533.30221915,-0.0,-0.0,5279.307694,0.0,-0.0,0.0,13812.609913150001
t4659,-0.0,-0.0,8430.30221915,-0.0,-0.0,5229.307693999999,0.0,-0.0,0.0,13659.60991315
t4660,-0.0,-0.0,8368.30221915,-0.0,-0.0,4044.7595663127026,0.0,-0.0,0.0,12413.061785462703
t4661,-0.0,-0.0,8350.30221915,-0.0,-0.0,3794.736719395104,0.0,-0.0,0.0,12145.038938545105
t4662,-0.0,3.6665792190292765,8380.302219150002,-0.0,-0.0,5192.336767240886,0.0,-0.0,0.0,13576.305565609917
t4663,-0.0,193.92130091754845,8481.30221915,-0.0,-0.0,4121.957845830482,0.0,-0.0,0.0,12797.181365898032
t4664,-0.0,771.6112267601611,8680.30221915,-0.0,-0.0,5349.307694,0.0,-0.0,0.0,14801.221139910162
t4665,-0.0,1259.2662628910548,8950.30221915,-0.0,-0.0,5478.307694,0.0,-0.0,0.0,15687.876176041056
t4666,-0.0,1592.1101764407126,9191.302219150002,-0.0,-0.0,5593.307694,0.0,-0.0,0.0,16376.720089590715
t4667,363.02413365231865,1838.5857794976805,9371.30221915,-0.0,-0.0,5679.307693999999,-0.0,-0.0,0.0,17252.2198263
t4668,697.3617519198835,2018.2481612301153,9517.30221915,-0.0,-0.0,5749.307694,0.0,-0.0,0.0,17982.2198263
t4669,893.7368833282906,2217.873029821709,9630.302219150002,-0.0,-0.0,5802.307693999999,0.0,-0.0,0.0,18544.219826300003
t4670,1030.5191500847873,2406.090763065212,9723.302219150002,-0.0,-0.0,5847.307693999999,0.0,-0.0,0.0,19007.219826300003
t4671,1444.5167889985787,2307.0931241514218,9813.302219150002,-0.0,-0.0,5890.307694,0.0,-0.0,0.0,19455.219826300003
t4672,2115.358603804939,1886.2513093450611,9884.30221915,-0.0,-0.0,5924.307693999999,0.0,-0.0,-0.0,19810.2198263
t4673,2523.895421605348,1362.3378787148777,9932.30221915,-0.0,-0.0,5947.307693999999,281.3766128297748,-0.0,-0.0,20047.2198263
t4674,2523.895421605348,682.3911324304487,9937.30221915,-0.0,-0.0,5949.307694,978.3233591142033,-0.0,-0.0,20071.2198263
t4675,2523.895421605348,283.54879293826406,9860.30221915,-0.0,-0.0,5912.307694,1110.1656986063886,-0.0,-0.0,19690.219826300003
t4676,2523.895421605348,107.55299042485879,9722.30221915,-0.0,-0.0,5846.307694,799.1615011197939,-0.0,-0.0,18999.2198263
t4677,2523.895421605348,-0.0,9658.30221915,-0.0,-0.0,5816.307694,682.7144915446523,-0.0,-0.0,18681.2198263
t4678,2523.895421605348,-0.0,9567.30221915,-0.0,-0.0,5772.307694,366.71449154465165,-0.0,-0.0,18230.2198263
t4679,1935.6099131499996,-0.0,9294.302219150002,-0.0,-0.0,5642.307693999999,0.0,-0.0,-0.0,16872.219826300003
t4680,866.6099131500005,-0.0,8989.30221915,-0.0,-0.0,5497.307694,0.0,-0.0,-0.0,15353.2198263
t4681,-0.0,-0.0,8736.30221915,-0.0,-0.0,5376.307693999999,0.0,-0.0,-0.0,14112.60991315
t4682,-0.0,-0.0,8557.30221915,-0.0,-0.0,5290.307693999999,0.0,-0.0,-0.0,13847.60991315
