Time_Index,MA_natural_gas_combined_cycle,MA_solar_pv,CT_natural_gas_combined_cycle,Onshore_wind,CT_solar_pv,ME_natural_gas_combined_cycle,MA_battery,CT_battery,ME_battery
1951,1,0,1,0.47460106,0,1,1,1,1
1952,1,0.1287,1,0.611973166,0.1307,1,1,1,1
1953,1,0.2969,1,0.462337017,0.3218,1,1,1,1
1954,1,0.4366,1,0.286065727,0.4241,1,1,1,1
1955,1,0.5574,1,0.410449386,0.4843,1,1,1,1
1956,1,0.6471,1,0.18657057,0.5087,1,1,1,1
1957,1,0.6988,1,0.044284698,0.6118,1,1,1,1
1958,1,0.7057,1,0.004641407,0.6588,1,1,1,1
1959,1,0.6681,1,0.010756869,0.6495,1,1,1,1
1960,1,0.5204,1,0.062138144,0.4946,1,1,1,1
1961,1,0.3357,1,0.268422604,0.3379,1,1,1,1
1962,1,0.1217,1,0.549905419,0.1415,1,1,1,1
1963,1,0,1,0.59516722,0,1,1,1,1
1964,1,0,1,0.463209748,0,1,1,1,1
1965,1,0,1,0.327129066,0,1,1,1,1
1966,1,0,1,0.395001531,0,1,1,1,1
1967,1,0,1,0.458472908,0,1,1,1,1
1968,1,0,1,0.448081851,0,1,1,1,1
1969,1,0,1,0.686663628,0,1,1,1,1
1970,1,0,1,0.94721055,0,1,1,1,1
1971,1,0,1,0.968070626,0,1,1,1,1
1972,1,0,1,0.751041591,0,1,1,1,1
1973,1,0,1,0.725488186,0,1,1,1,1
1974,1,0,1,0.857096016,0,1,1,1,1
1975,1,0,1,0.570255101,0,1,1,1,1
1976,1,0.1681,1,0.35289073,0.2003,1,1,1,1
1977,1,0.3275,1,0.291729033,0.3963,1,1,1,1
1978,1,0.47,1,0.255962312,0.4968,1,1,1,1
1979,1,0.4264,1,0.155585855,0.4553,1,1,1,1
1980,1,0.4459,1,0.157079071,0.4639,1,1,1,1
1981,1,0.4834,1,0.132549644,0.4762,1,1,1,1
1982,1,0.6303,1,0.238282189,0.6118,1,1,1,1
1983,1,0.3922,1,0.239939079,0.4236,1,1,1,1
1984,1,0.3528,1,0.271274298,0.2969,1,1,1,1
1985,1,0.2192,1,0.236726984,0.2024,1,1,1,1
1986,1,0.0833,1,0.160334155,0.0789,1,1,1,1
1987,1,0,1,0.292999268,0,1,1,1,1
1988,1,0,1,0.401110888,0,1,1,1,1
1989,1,0,1,0.149256185,0,1,1,1,1
1990,1,0,1,0.163049132,0,1,1,1,1
1991,1,0,1,0.166977257,0,1,1,1,1
1992,1,0,1,0.205250561,0,1,1,1,1
1993,1,0,1,0.307979465,0,1,1,1,1
1994,1,0,1,0.422584713,0,1,1,1,1
1995,1,0,1,0.406198055,0,1,1,1,1
1996,1,0,1,0.361611843,0,1,1,1,1
1997,1,0,1,0.24808161,0,1,1,1,1
1998,1,0,1,0.122475065,0,1,1,1,1
1999,1,0,1,0.061104923,0,1,1,1,1
2000,1,0.0483,1,0.001909042,0.0107,1,1,1,1
2001,1,0.1379,1,0.030662451,0.1244,1,1,1,1
2002,1,0.2279,1,0.035824325,0.1986,1,1,1,1
2003,1,0.2641,1,0.026189856,0.2571,1,1,1,1
2004,1,0.2979,1,0.000577044,0.3222,1,1,1,1
2005,1,0.3468,1,0.000226538,0.3903,1,1,1,1
2006,1,0.3644,1,0.003640169,0.4114,1,1,1,1
2007,1,0.3465,1,0.009475692,0.4116,1,1,1,1
2008,1,0.324,1,0.039171852,0.3266,1,1,1,1
2009,1,0.2125,1,0.049333788,0.2253,1,1,1,1
2010,1,0.0673,1,0.006074722,0.0732,1,1,1,1
2011,1,0,1,0.0032244,0,1,1,1,1
2012,1,0,1,0.03518948,0,1,1,1,1
2013,1,0,1,0.186126143,0,1,1,1,1
2014,1,0,1,0.45455578,0,1,1,1,1
2015,1,0,1,0.378552973,0,1,1,1,1
2016,1,0,1,0.702663004,0,1,1,1,1
2017,1,0,1,0.852579296,0,1,1,1,1
2018,1,0,1,0.797943115,0,1,1,1,1
2019,1,0,1,0.723407269,0,1,1,1,1
2020,1,0,1,0.855060756,0,1,1,1,1
2021,1,0,1,0.766495049,0,1,1,1,1
2022,1,0,1,0.917808056,0,1,1,1,1
2023,1,0.0093,1,0.897461355,0.0024,1,1,1,1
2024,1,0.1704,1,0.778992474,0.1838,1,1,1,1
2025,1,0.328,1,0.896172822,0.3654,1,1,1,1
2026,1,0.4703,1,1,0.5204,1,1,1,1
2027,1,0.6274,1,1,0.692,1,1,1,1
2028,1,0.7216,1,1,0.7504,1,1,1,1
2029,1,0.7561,1,1,0.7711,1,1,1,1
2030,1,0.7595,1,1,0.773,1,1,1,1
2031,1,0.7269,1,1,0.7412,1,1,1,1
2032,1,0.5849,1,1,0.6155,1,1,1,1
2033,1,0.3979,1,1,0.4425,1,1,1,1
2034,1,0.1641,1,1,0.2161,1,1,1,1
2035,1,0,1,1,0.0076,1,1,1,1
2036,1,0,1,1,0,1,1,1,1
2037,1,0,1,1,0,1,1,1,1
2038,1,0,1,1,0,1,1,1,1
2039,1,0,1,0.984032452,0,1,1,1,1
2040,1,0,1,0.991840005,0,1,1,1,1
2041,1,0,1,0.999139071,0,1,1,1,1
2042,1,0,1,0.999326229,0,1,1,1,1
2043,1,0,1,0.989499927,0,1,1,1,1
2044,1,0,1,0.999794304,0,1,1,1,1
2045,1,0,1,0.998307705,0,1,1,1,1
2046,1,0,1,0.992375493,0,1,1,1,1
2047,1,0.0322,1,0.980406642,0.0473,1,1,1,1
2048,1,0.2371,1,0.999647796,0.2558,1,1,1,1
2049,1,0.4628,1,1,0.4783,1,1,1,1
2050,1,0.6346,1,1,0.6419,1,1,1,1
2051,1,0.8577,1,1,0.8593,1,1,1,1
2052,1,0.7819,1,1,0.7843,1,1,1,1
2053,1,0.7841,1,0.997413874,0.7864,1,1,1,1
2054,1,0.778,1,0.889047742,0.7818,1,1,1,1
2055,1,0.7305,1,0.884335041,0.749,1,1,1,1
2056,1,0.5829,1,0.878349721,0.6151,1,1,1,1
2057,1,0.3959,1,0.795663357,0.4406,1,1,1,1
2058,1,0.1617,1,0.811115444,0.2144,1,1,1,1
2059,1,0.002,1,0.258717716,0.0139,1,1,1,1
2060,1,0,1,0.267320901,0,1,1,1,1
2061,1,0,1,0.17149435,0,1,1,1,1
2062,1,0,1,0.122640364,0,1,1,1,1
2063,1,0,1,0.021122465,0,1,1,1,1
2064,1,0,1,0.099507339,0,1,1,1,1
2065,1,0,1,0.166391268,0,1,1,1,1
2066,1,0,1,0.521043241,0,1,1,1,1
2067,1,0,1,0.837817073,0,1,1,1,1
2068,1,0,1,0.673360586,0,1,1,1,1
2069,1,0,1,0.089788079,0,1,1,1,1
2070,1,0,1,0.089486092,0,1,1,1,1
2071,1,0.0062,1,0.343248814,0.0214,1,1,1,1
2072,1,0.1823,1,0.178686649,0.1952,1,1,1,1
2073,1,0.3468,1,0.598292649,0.4136,1,1,1,1
2074,1,0.4701,1,0.685672641,0.4593,1,1,1,1
2075,1,0.5805,1,0.437297285,0.4825,1,1,1,1
2076,1,0.4333,1,0.375626296,0.3521,1,1,1,1
2077,1,0.3946,1,0.138225913,0.3159,1,1,1,1
2078,1,0.4064,1,0.159168631,0.5105,1,1,1,1
2079,1,0.471,1,0.232613146,0.5995,1,1,1,1
2080,1,0.4242,1,0.269608974,0.4973,1,1,1,1
2081,1,0.3109,1,0.433558702,0.3863,1,1,1,1
2082,1,0.1233,1,0.176054463,0.1823,1,1,1,1
2083,1,0,1,0.099776924,0,1,1,1,1
2084,1,0,1,0.024232212,0,1,1,1,1
2085,1,0,1,0.010666513,0,1,1,1,1
2086,1,0,1,0.084635921,0,1,1,1,1
2087,1,0,1,0.137772456,0,1,1,1,1
2088,1,0,1,0.780260384,0,1,1,1,1
2089,1,0,1,0.918155015,0,1,1,1,1
2090,1,0,1,0.988091588,0,1,1,1,1
2091,1,0,1,0.996267676,0,1,1,1,1
2092,1,0,1,0.998215854,0,1,1,1,1
2093,1,0,1,1,0,1,1,1,1
2094,1,0,1,0.971673012,0,1,1,1,1
2095,1,0.0003,1,0.964759111,0.0086,1,1,1,1
2096,1,0.1554,1,0.619487166,0.1543,1,1,1,1
2097,1,0.3028,1,0.931196034,0.2992,1,1,1,1
2098,1,0.3862,1,0.998134136,0.4224,1,1,1,1
2099,1,0.422,1,0.945727885,0.4196,1,1,1,1
2100,1,0.4326,1,0.936696768,0.4247,1,1,1,1
2101,1,0.4121,1,0.942874849,0.4602,1,1,1,1
2102,1,0.4057,1,0.922583699,0.4552,1,1,1,1
2103,1,0.4261,1,0.95099771,0.4655,1,1,1,1
2104,1,0.3988,1,0.962947547,0.4156,1,1,1,1
2105,1,0.2941,1,0.995479226,0.3156,1,1,1,1
2106,1,0.1285,1,0.99674952,0.1611,1,1,1,1
2107,1,0,1,0.869486749,0,1,1,1,1
2108,1,0,1,0.868167937,0,1,1,1,1
2109,1,0,1,0.883054256,0,1,1,1,1
2110,1,0,1,0.151461393,0,1,1,1,1
2111,1,0,1,0.164869457,0,1,1,1,1
2112,1,0,1,0.466266364,0,1,1,1,1
2113,1,0,1,0.592694283,0,1,1,1,1
2114,1,0,1,0.450009376,0,1,1,1,1
2115,1,0,1,0.290970713,0,1,1,1,1
2116,1,0,1,0.20091112,0,1,1,1,1
2117,1,0,1,0.808302581,0,1,1,1,1
2118,1,0,1,0.572936416,0,1,1,1,1
2119,1,0.0348,1,0.532757521,0.0441,1,1,1,1
2120,1,0.2341,1,0.454101712,0.2563,1,1,1,1
2121,1,0.4473,1,0.985007107,0.4724,1,1,1,1
2122,1,0.6206,1,0.997929454,0.6332,1,1,1,1
2123,1,0.7471,1,0.830399454,0.7473,1,1,1,1
2124,1,0.7657,1,0.762485087,0.7719,1,1,1,1
2125,1,0.7661,1,0.392786503,0.7706,1,1,1,1
2126,1,0.7566,1,0.232597366,0.7614,1,1,1,1
2127,1,0.7129,1,0.075443029,0.7266,1,1,1,1
2128,1,0.5686,1,0.041244794,0.5963,1,1,1,1
2129,1,0.3842,1,0.066162407,0.4179,1,1,1,1
2130,1,0.1565,1,0.026785448,0.2005,1,1,1,1
2131,1,0.0002,1,0.003505862,0.0016,1,1,1,1
2132,1,0,1,0.017187972,0,1,1,1,1
2133,1,0,1,0.144890472,0,1,1,1,1
2134,1,0,1,0.35516566,0,1,1,1,1
2135,1,0,1,0.339657456,0,1,1,1,1
2136,1,0,1,0.185523272,0,1,1,1,1
2137,1,0,1,0.238949671,0,1,1,1,1
2138,1,0,1,0.269634247,0,1,1,1,1
2139,1,0,1,0.179665938,0,1,1,1,1
2140,1,0,1,0.179900318,0,1,1,1,1
2141,1,0,1,0.086960815,0,1,1,1,1
2142,1,0,1,0.150634795,0,1,1,1,1
2143,1,0.0002,1,0.087278418,0,1,1,1,1
2144,1,0.0882,1,0.123460233,0.0678,1,1,1,1
2145,1,0.2562,1,0.141507059,0.2867,1,1,1,1
2146,1,0.3786,1,0.160516262,0.3682,1,1,1,1
2147,1,0.4047,1,0.340476304,0.4194,1,1,1,1
2148,1,0.4264,1,0.360727668,0.421,1,1,1,1
2149,1,0.4633,1,0.513843179,0.4735,1,1,1,1
2150,1,0.4704,1,0.312758833,0.4678,1,1,1,1
2151,1,0.4735,1,0.146395251,0.4481,1,1,1,1
2152,1,0.4192,1,0.045733228,0.4137,1,1,1,1
2153,1,0.3137,1,0.006404813,0.3232,1,1,1,1
2154,1,0.1351,1,0.001076173,0.1625,1,1,1,1
2155,1,0,1,0.001361586,0,1,1,1,1
2156,1,0,1,0.001293278,0,1,1,1,1
2157,1,0,1,0.009518029,0,1,1,1,1
2158,1,0,1,0.013602196,0,1,1,1,1
2159,1,0,1,0.034769718,0,1,1,1,1
2160,1,0,1,0.109675728,0,1,1,1,1
2161,1,0,1,0.069986187,0,1,1,1,1
2162,1,0,1,0.123604722,0,1,1,1,1
2163,1,0,1,0.215699956,0,1,1,1,1
2164,1,0,1,0.252839804,0,1,1,1,1
2165,1,0,1,0.242512465,0,1,1,1,1
2166,1,0,1,0.164953083,0,1,1,1,1
2167,1,0.037,1,0.105276845,0.0339,1,1,1,1
2168,1,0.2248,1,0.077280819,0.217,1,1,1,1
2169,1,0.4018,1,0,0.365,1,1,1,1
2170,1,0.5175,1,0,0.47,1,1,1,1
2171,1,0.5659,1,7.31E-05,0.4742,1,1,1,1
2172,1,0.5358,1,0.00338742,0.457,1,1,1,1
2173,1,0.5103,1,0.020116515,0.4717,1,1,1,1
2174,1,0.49,1,0.104255609,0.4841,1,1,1,1
2175,1,0.4501,1,0.196546018,0.4229,1,1,1,1
2176,1,0.3662,1,0.311645389,0.3364,1,1,1,1
2177,1,0.213,1,0.158845171,0.1942,1,1,1,1
2178,1,0.0551,1,0.164603025,0.049,1,1,1,1
2179,1,0,1,0.044712305,0,1,1,1,1
2180,1,0,1,0.073084287,0,1,1,1,1
2181,1,0,1,0.101202473,0,1,1,1,1
2182,1,0,1,0.174380809,0,1,1,1,1
2183,1,0,1,0.217923999,0,1,1,1,1
2184,1,0,1,0.431328326,0,1,1,1,1
2185,1,0,1,0.526444972,0,1,1,1,1
2186,1,0,1,0.75850749,0,1,1,1,1
2187,1,0,1,0.894783676,0,1,1,1,1
2188,1,0,1,0.931936324,0,1,1,1,1
2189,1,0,1,0.874660432,0,1,1,1,1
2190,1,0,1,0.730279565,0,1,1,1,1
2191,1,0.0202,1,0.508605838,0.0353,1,1,1,1
2192,1,0.2003,1,0.360405654,0.2328,1,1,1,1
2193,1,0.3569,1,0.865559697,0.3991,1,1,1,1
2194,1,0.4826,1,0.997548342,0.5443,1,1,1,1
2195,1,0.5807,1,1,0.6581,1,1,1,1
2196,1,0.6111,1,0.999225259,0.6947,1,1,1,1
2197,1,0.6514,1,0.959654391,0.7107,1,1,1,1
2198,1,0.6594,1,0.975988925,0.7251,1,1,1,1
2199,1,0.6682,1,1,0.7135,1,1,1,1
2200,1,0.5455,1,1,0.5933,1,1,1,1
2201,1,0.3775,1,1,0.4316,1,1,1,1
2202,1,0.1581,1,1,0.211,1,1,1,1
2203,1,0.0085,1,0.973414481,0.0362,1,1,1,1
2204,1,0,1,0.692274332,0,1,1,1,1
2205,1,0,1,0.978909016,0,1,1,1,1
2206,1,0,1,0.998888671,0,1,1,1,1
2207,1,0,1,0.855260193,0,1,1,1,1
2208,1,0,1,0.552429259,0,1,1,1,1
2209,1,0,1,0.397631437,0,1,1,1,1
2210,1,0,1,0.416858375,0,1,1,1,1
2211,1,0,1,0.577966988,0,1,1,1,1
2212,1,0,1,0.618615448,0,1,1,1,1
2213,1,0,1,0.765486717,0,1,1,1,1
2214,1,0,1,0.662588239,0,1,1,1,1
2215,1,0.0496,1,0.580062747,0.0713,1,1,1,1
2216,1,0.2468,1,0.435473859,0.2695,1,1,1,1
2217,1,0.4598,1,0.54192251,0.478,1,1,1,1
2218,1,0.625,1,0.916106462,0.6325,1,1,1,1
2219,1,0.7514,1,0.948409855,0.7526,1,1,1,1
2220,1,0.7624,1,0.980751812,0.7707,1,1,1,1
2221,1,0.7642,1,0.986403823,0.7735,1,1,1,1
2222,1,0.7554,1,0.956596732,0.7577,1,1,1,1
2223,1,0.7045,1,0.997791648,0.7077,1,1,1,1
2224,1,0.5605,1,1,0.5966,1,1,1,1
2225,1,0.3719,1,1,0.4238,1,1,1,1
2226,1,0.1554,1,0.86634624,0.2109,1,1,1,1
2227,1,0.01,1,0.528640687,0.0329,1,1,1,1
2228,1,0,1,0.795039415,0,1,1,1,1
2229,1,0,1,0.751122892,0,1,1,1,1
2230,1,0,1,0.728108585,0,1,1,1,1
2231,1,0,1,0.277129561,0,1,1,1,1
2232,1,0,1,0.514240384,0,1,1,1,1
2233,1,0,1,0.610370815,0,1,1,1,1
2234,1,0,1,0.707293034,0,1,1,1,1
2235,1,0,1,0.615058899,0,1,1,1,1
2236,1,0,1,0.210253894,0,1,1,1,1
2237,1,0,1,0.260377795,0,1,1,1,1
2238,1,0,1,0.526750207,0,1,1,1,1
2239,1,0.0491,1,0.494337678,0.0645,1,1,1,1
2240,1,0.2141,1,0.623210013,0.2388,1,1,1,1
2241,1,0.4515,1,0.16141215,0.4697,1,1,1,1
2242,1,0.6117,1,0.635558605,0.6216,1,1,1,1
2243,1,0.6309,1,0.946572721,0.6341,1,1,1,1
2244,1,0.7525,1,0.94533217,0.7604,1,1,1,1
2245,1,0.7496,1,0.991161346,0.7653,1,1,1,1
2246,1,0.7257,1,0.998389125,0.7561,1,1,1,1
2247,1,0.6541,1,1,0.6999,1,1,1,1
2248,1,0.4976,1,1,0.562,1,1,1,1
2249,1,0.3381,1,1,0.397,1,1,1,1
2250,1,0.147,1,1,0.1981,1,1,1,1
2251,1,0.0018,1,1,0.024,1,1,1,1
2252,1,0,1,0.997618616,0,1,1,1,1
2253,1,0,1,0.994185925,0,1,1,1,1
2254,1,0,1,0.998086751,0,1,1,1,1
2255,1,0,1,0.657924652,0,1,1,1,1
2256,1,0,1,0.962484121,0,1,1,1,1
2257,1,0,1,0.991599917,0,1,1,1,1
2258,1,0,1,0.954193056,0,1,1,1,1
2259,1,0,1,0.72434181,0,1,1,1,1
2260,1,0,1,0.42536217,0,1,1,1,1
2261,1,0,1,0.535519063,0,1,1,1,1
2262,1,0,1,0.578804672,0,1,1,1,1
2263,1,0.0491,1,0.737811685,0.0718,1,1,1,1
2264,1,0.2422,1,0.556690693,0.2699,1,1,1,1
2265,1,0.4257,1,0.760000706,0.4642,1,1,1,1
2266,1,0.546,1,0.972604573,0.5714,1,1,1,1
2267,1,0.6216,1,0.869342744,0.6484,1,1,1,1
2268,1,0.5762,1,0.852606177,0.6217,1,1,1,1
2269,1,0.5653,1,0.76187408,0.6372,1,1,1,1
2270,1,0.6065,1,0.880021572,0.6742,1,1,1,1
2271,1,0.6343,1,0.826500237,0.697,1,1,1,1
2272,1,0.5315,1,0.835894942,0.5815,1,1,1,1
2273,1,0.2983,1,0.838548958,0.3161,1,1,1,1
2274,1,0.16,1,0.901864767,0.2137,1,1,1,1
2275,1,0.014,1,0.315919757,0.0404,1,1,1,1
2276,1,0,1,0.460196376,0,1,1,1,1
2277,1,0,1,0.896395445,0,1,1,1,1
2278,1,0,1,0.893864036,0,1,1,1,1
2279,1,0,1,0.527086258,0,1,1,1,1
2280,1,0,1,0.765067697,0,1,1,1,1
2281,1,0,1,0.754010499,0,1,1,1,1
2282,1,0,1,0.657406449,0,1,1,1,1
2283,1,0,1,0.565697372,0,1,1,1,1
2284,1,0,1,0.384382486,0,1,1,1,1
2285,1,0,1,0.310511202,0,1,1,1,1
2286,1,0,1,0.326935977,0,1,1,1,1
2287,1,0.0569,1,0.159133941,0.0772,1,1,1,1
2288,1,0.2498,1,0.078678884,0.2769,1,1,1,1
2289,1,0.4465,1,0.042174269,0.4831,1,1,1,1
2290,1,0.5542,1,0.198822305,0.6311,1,1,1,1
2291,1,0.6096,1,0.211737916,0.7279,1,1,1,1
2292,1,0.6639,1,0.510214329,0.745,1,1,1,1
2293,1,0.7193,1,0.623225749,0.764,1,1,1,1
2294,1,0.737,1,0.777524769,0.7684,1,1,1,1
2295,1,0.6988,1,0.76534605,0.7296,1,1,1,1
2296,1,0.562,1,0.883258581,0.6023,1,1,1,1
2297,1,0.385,1,0.962014854,0.435,1,1,1,1
2298,1,0.1601,1,0.870566249,0.2154,1,1,1,1
2299,1,0.0192,1,0.766178727,0.0465,1,1,1,1
2300,1,0,1,0.615167737,0,1,1,1,1
2301,1,0,1,0.700076938,0,1,1,1,1
2302,1,0,1,0.962304175,0,1,1,1,1
2303,1,0,1,0.963409901,0,1,1,1,1
2304,1,0,1,0.928434312,0,1,1,1,1
2305,1,0,1,0.932800353,0,1,1,1,1
2306,1,0,1,0.816264093,0,1,1,1,1
2307,1,0,1,0.599873602,0,1,1,1,1
2308,1,0,1,0.567400694,0,1,1,1,1
2309,1,0,1,0.548834383,0,1,1,1,1
2310,1,0,1,0.529896438,0,1,1,1,1
2311,1,0.0555,1,0.38897422,0.0779,1,1,1,1
2312,1,0.241,1,0.475962877,0.2745,1,1,1,1
2313,1,0.4392,1,0.201170787,0.475,1,1,1,1
2314,1,0.6086,1,0.351221025,0.6284,1,1,1,1
2315,1,0.7464,1,0.483489156,0.7511,1,1,1,1
2316,1,0.757,1,0.690884709,0.7673,1,1,1,1
2317,1,0.7343,1,0.674337149,0.7677,1,1,1,1
2318,1,0.6407,1,0.78685838,0.7558,1,1,1,1
2319,1,0.5061,1,0.98402071,0.6718,1,1,1,1
2320,1,0.3957,1,0.903760672,0.4877,1,1,1,1
2321,1,0.2808,1,0.89791584,0.3224,1,1,1,1
2322,1,0.1299,1,0.913399279,0.1501,1,1,1,1
2323,1,0,1,0.872227252,0.0021,1,1,1,1
2324,1,0,1,0.404459774,0,1,1,1,1
2325,1,0,1,0.709199846,0,1,1,1,1
2326,1,0,1,0.472842991,0,1,1,1,1
2327,1,0,1,0.227803484,0,1,1,1,1
2328,1,0,1,0.066427588,0,1,1,1,1
2329,1,0,1,0.042624444,0,1,1,1,1
2330,1,0,1,0.034631681,0,1,1,1,1
2331,1,0,1,0.025138188,0,1,1,1,1
2332,1,0,1,0.04262846,0,1,1,1,1
2333,1,0,1,0.044935986,0,1,1,1,1
2334,1,0,1,0.059543714,0,1,1,1,1
2335,1,0.0464,1,0.01316344,0.053,1,1,1,1
2336,1,0.209,1,0.191697478,0.2357,1,1,1,1
2337,1,0.3667,1,0.104705915,0.4154,1,1,1,1
2338,1,0.4803,1,0.196067035,0.5534,1,1,1,1
2339,1,0.4824,1,0.483586341,0.5898,1,1,1,1
2340,1,0.45,1,0.573670864,0.5845,1,1,1,1
2341,1,0.4528,1,0.536878049,0.6481,1,1,1,1
2342,1,0.4866,1,0.59938544,0.6926,1,1,1,1
2343,1,0.5044,1,0.588528514,0.665,1,1,1,1
2344,1,0.4501,1,0.644405365,0.5611,1,1,1,1
2345,1,0.3317,1,0.733738005,0.4108,1,1,1,1
2346,1,0.1451,1,0.749747097,0.1975,1,1,1,1
2347,1,0.0059,1,0.759497046,0.0421,1,1,1,1
2348,1,0,1,0.785305142,0,1,1,1,1
2349,1,0,1,0.850022435,0,1,1,1,1
2350,1,0,1,0.948854566,0,1,1,1,1
2351,1,0,1,0.956380665,0,1,1,1,1
2352,1,0,1,0.985048413,0,1,1,1,1
2353,1,0,1,0.968510509,0,1,1,1,1
2354,1,0,1,0.989876866,0,1,1,1,1
2355,1,0,1,0.995388389,0,1,1,1,1
2356,1,0,1,0.991017282,0,1,1,1,1
2357,1,0,1,0.990352869,0,1,1,1,1
2358,1,0,1,0.986146748,0,1,1,1,1
2359,1,0.0445,1,0.989968061,0.0573,1,1,1,1
2360,1,0.2149,1,0.936056614,0.2177,1,1,1,1
2361,1,0.3872,1,1,0.4045,1,1,1,1
2362,1,0.5191,1,1,0.5333,1,1,1,1
2363,1,0.6164,1,1,0.587,1,1,1,1
2364,1,0.6094,1,1,0.6136,1,1,1,1
2365,1,0.6213,1,1,0.6059,1,1,1,1
2366,1,0.5855,1,1,0.5508,1,1,1,1
2367,1,0.5484,1,1,0.5046,1,1,1,1
2368,1,0.4324,1,0.999761462,0.396,1,1,1,1
2369,1,0.2942,1,1,0.3157,1,1,1,1
2370,1,0.1239,1,0.97358191,0.1728,1,1,1,1
2371,1,0.0042,1,0.916173577,0.0254,1,1,1,1
2372,1,0,1,0.504913807,0,1,1,1,1
2373,1,0,1,0.483559906,0,1,1,1,1
2374,1,0,1,0.404603273,0,1,1,1,1
2375,1,0,1,0.559817672,0,1,1,1,1
2376,1,0,1,0.43195039,0,1,1,1,1
2377,1,0,1,0.801479816,0,1,1,1,1
2378,1,0,1,0.83980149,0,1,1,1,1
2379,1,0,1,0.880831182,0,1,1,1,1
2380,1,0,1,0.87968725,0,1,1,1,1
2381,1,0,1,0.983528793,0,1,1,1,1
2382,1,0,1,0.861405969,0,1,1,1,1
2383,1,0.0596,1,0.666822255,0.0855,1,1,1,1
2384,1,0.2421,1,0.637812197,0.2731,1,1,1,1
2385,1,0.4408,1,0.925808966,0.4671,1,1,1,1
2386,1,0.5842,1,0.981597066,0.608,1,1,1,1
2387,1,0.6896,1,0.962186873,0.7062,1,1,1,1
2388,1,0.6858,1,0.838697433,0.6378,1,1,1,1
2389,1,0.6341,1,0.858128905,0.5752,1,1,1,1
2390,1,0.5742,1,0.714092791,0.5323,1,1,1,1
2391,1,0.5271,1,0.506495476,0.5201,1,1,1,1
2392,1,0.4501,1,0.643713951,0.4571,1,1,1,1
2393,1,0.3211,1,0.802486479,0.339,1,1,1,1
2394,1,0.1502,1,0.414806664,0.1788,1,1,1,1
2395,1,0.0118,1,0.449268788,0.0161,1,1,1,1
2396,1,0,1,0.433795214,0,1,1,1,1
2397,1,0,1,0.723540962,0,1,1,1,1
2398,1,0,1,0.847964466,0,1,1,1,1
2399,1,0,1,0.431865871,0,1,1,1,1
2400,1,0,1,0.263614535,0,1,1,1,1
2401,1,0,1,0.383512288,0,1,1,1,1
2402,1,0,1,0.467303038,0,1,1,1,1
2403,1,0,1,0.669023633,0,1,1,1,1
2404,1,0,1,0.578121424,0,1,1,1,1
2405,1,0,1,0.668174863,0,1,1,1,1
2406,1,0,1,0.84716779,0,1,1,1,1
2407,1,0.0674,1,0.639957428,0.0783,1,1,1,1
2408,1,0.2425,1,0.382031947,0.2579,1,1,1,1
2409,1,0.4158,1,0.377838641,0.4056,1,1,1,1
2410,1,0.5463,1,0.241989717,0.5052,1,1,1,1
2411,1,0.6386,1,0.140842691,0.6202,1,1,1,1
2412,1,0.6422,1,0.17344895,0.6711,1,1,1,1
2413,1,0.619,1,0.254069537,0.6594,1,1,1,1
2414,1,0.535,1,0.348766774,0.6022,1,1,1,1
2415,1,0.4947,1,0.318340123,0.4993,1,1,1,1
2416,1,0.436,1,0.412772506,0.4129,1,1,1,1
2417,1,0.31,1,0.438966453,0.3183,1,1,1,1
2418,1,0.141,1,0.478521466,0.1614,1,1,1,1
2419,1,0.0057,1,0.204736024,0.0049,1,1,1,1
2420,1,0,1,0.121209301,0,1,1,1,1
2421,1,0,1,0.262892365,0,1,1,1,1
2422,1,0,1,0.302317798,0,1,1,1,1
2423,1,0,1,0.392155528,0,1,1,1,1
2424,1,0,1,0.485296309,0,1,1,1,1
2425,1,0,1,0.56743139,0,1,1,1,1
2426,1,0,1,0.493387401,0,1,1,1,1
2427,1,0,1,0.537232339,0,1,1,1,1
2428,1,0,1,0.715105534,0,1,1,1,1
2429,1,0,1,0.877000749,0,1,1,1,1
2430,1,0,1,0.858959556,0,1,1,1,1
2431,1,0.0646,1,0.616436839,0.0723,1,1,1,1
2432,1,0.24,1,0.389255017,0.2571,1,1,1,1
2433,1,0.4124,1,0.38474685,0.434,1,1,1,1
2434,1,0.5387,1,0.668079793,0.5476,1,1,1,1
2435,1,0.5942,1,0.445153713,0.6195,1,1,1,1
2436,1,0.5769,1,0.568499982,0.6025,1,1,1,1
2437,1,0.5447,1,0.738960683,0.5788,1,1,1,1
2438,1,0.5418,1,0.373366296,0.5354,1,1,1,1
2439,1,0.534,1,0.478745103,0.5095,1,1,1,1
2440,1,0.4351,1,0.828541756,0.4716,1,1,1,1
2441,1,0.2974,1,0.843423724,0.3522,1,1,1,1
2442,1,0.1269,1,0.512844622,0.1757,1,1,1,1
2443,1,0.0095,1,0.055336319,0.0216,1,1,1,1
2444,1,0,1,0.03674832,0,1,1,1,1
2445,1,0,1,0.053960145,0,1,1,1,1
2446,1,0,1,0.029006636,0,1,1,1,1
2447,1,0,1,0.052046131,0,1,1,1,1
2448,1,0,1,0.100355022,0,1,1,1,1
2449,1,0,1,0.41157797,0,1,1,1,1
2450,1,0,1,0.602612317,0,1,1,1,1
2451,1,0,1,0.720491469,0,1,1,1,1
