Time_Index,MA_natural_gas_combined_cycle,MA_solar_pv,CT_natural_gas_combined_cycle,Onshore_wind,CT_solar_pv,ME_natural_gas_combined_cycle,MA_battery,CT_battery,ME_battery
4049,1,0.334,1,0.103999987,0.388,1,1,1,1
4050,1,0.1671,1,0.174804866,0.2236,1,1,1,1
4051,1,0.086,1,0.2201747,0.1238,1,1,1,1
4052,1,0.1706,1,0.491415381,0.2023,1,1,1,1
4053,1,0,1,0.2646541,0,1,1,1,1
4054,1,0,1,0.403209776,0,1,1,1,1
4055,1,0,1,0.051038079,0,1,1,1,1
4056,1,0,1,0.340327442,0,1,1,1,1
4057,1,0,1,0.249855042,0,1,1,1,1
4058,1,0,1,0.233947083,0,1,1,1,1
4059,1,0,1,0.323539913,0,1,1,1,1
4060,1,0,1,0.213226259,0,1,1,1,1
4061,1,0,1,0.119329244,0,1,1,1,1
4062,1,0.1356,1,0.088602558,0.082,1,1,1,1
4063,1,0.1041,1,0.036639493,0.139,1,1,1,1
4064,1,0.2399,1,0.036242433,0.2537,1,1,1,1
4065,1,0.3785,1,0.059083246,0.3737,1,1,1,1
4066,1,0.4837,1,0.036041401,0.4621,1,1,1,1
4067,1,0.5323,1,0.02953428,0.5091,1,1,1,1
4068,1,0.5114,1,0.066774137,0.5107,1,1,1,1
4069,1,0.5175,1,0.192922726,0.5195,1,1,1,1
4070,1,0.5099,1,0.067628443,0.5249,1,1,1,1
4071,1,0.502,1,0.266051859,0.4878,1,1,1,1
4072,1,0.4113,1,0.356875837,0.4141,1,1,1,1
4073,1,0.3017,1,0.20736599,0.3055,1,1,1,1
4074,1,0.1773,1,0.143969849,0.2022,1,1,1,1
4075,1,0.0811,1,0.059980564,0.0982,1,1,1,1
4076,1,0.0006,1,0.063000545,0.0033,1,1,1,1
4077,1,0,1,0.09858638,0,1,1,1,1
4078,1,0,1,0.236438587,0,1,1,1,1
4079,1,0,1,0.422417998,0,1,1,1,1
4080,1,0,1,0.640400648,0,1,1,1,1
4081,1,0,1,0.682912886,0,1,1,1,1
4082,1,0,1,0.764979541,0,1,1,1,1
4083,1,0,1,0.866993368,0,1,1,1,1
4084,1,0,1,0.843771875,0,1,1,1,1
4085,1,0,1,0.623076618,0,1,1,1,1
4086,1,0.0521,1,0.527433455,0.0471,1,1,1,1
4087,1,0.0985,1,0.251504213,0.1273,1,1,1,1
4088,1,0.2328,1,0.325605392,0.257,1,1,1,1
4089,1,0.3833,1,0.321369052,0.3987,1,1,1,1
4090,1,0.4987,1,0.248315796,0.5031,1,1,1,1
4091,1,0.5835,1,0.237923905,0.5786,1,1,1,1
4092,1,0.6064,1,0.241748586,0.6038,1,1,1,1
4093,1,0.6063,1,0.487741411,0.5953,1,1,1,1
4094,1,0.5912,1,0.396230996,0.5798,1,1,1,1
4095,1,0.5341,1,0.527969956,0.5288,1,1,1,1
4096,1,0.4368,1,0.545257628,0.4498,1,1,1,1
4097,1,0.3104,1,0.5638237,0.3467,1,1,1,1
4098,1,0.1689,1,0.464383125,0.2084,1,1,1,1
4099,1,0.0764,1,0.409658939,0.094,1,1,1,1
4100,1,0.0051,1,0.262474149,0.0099,1,1,1,1
4101,1,0,1,0.328620791,0,1,1,1,1
4102,1,0,1,0.430390537,0,1,1,1,1
4103,1,0,1,0.235219836,0,1,1,1,1
4104,1,0,1,0.394154638,0,1,1,1,1
4105,1,0,1,0.466048807,0,1,1,1,1
4106,1,0,1,0.608515501,0,1,1,1,1
4107,1,0,1,0.761140108,0,1,1,1,1
4108,1,0,1,0.697440565,0,1,1,1,1
4109,1,0,1,0.831147194,0,1,1,1,1
4110,1,0.1443,1,0.632953525,0.1514,1,1,1,1
4111,1,0.0852,1,0.435421795,0.1229,1,1,1,1
4112,1,0.2259,1,0.392530501,0.2574,1,1,1,1
4113,1,0.3874,1,0.367562801,0.4085,1,1,1,1
4114,1,0.4981,1,0.392703414,0.5056,1,1,1,1
4115,1,0.7094,1,0.343956143,0.7166,1,1,1,1
4116,1,0.6284,1,0.32486552,0.6408,1,1,1,1
4117,1,0.5976,1,0.498742372,0.6134,1,1,1,1
4118,1,0.6137,1,0.226122901,0.6356,1,1,1,1
4119,1,0.5524,1,0.19922635,0.5786,1,1,1,1
4120,1,0.4502,1,0.123126708,0.4832,1,1,1,1
4121,1,0.3184,1,0.134108841,0.3605,1,1,1,1
4122,1,0.157,1,0.138937175,0.2053,1,1,1,1
4123,1,0.074,1,0.044449497,0.1019,1,1,1,1
4124,1,0.0333,1,0.136284024,0.0425,1,1,1,1
4125,1,0,1,0.051417522,0,1,1,1,1
4126,1,0,1,0.094535545,0,1,1,1,1
4127,1,0,1,0.160265326,0,1,1,1,1
4128,1,0,1,0.272460938,0,1,1,1,1
4129,1,0,1,0.481402189,0,1,1,1,1
4130,1,0,1,0.544087946,0,1,1,1,1
4131,1,0,1,0.510268867,0,1,1,1,1
4132,1,0,1,0.595044971,0,1,1,1,1
4133,1,0,1,0.547915876,0,1,1,1,1
4134,1,0.1089,1,0.361241817,0.0959,1,1,1,1
4135,1,0.092,1,0.301407814,0.1187,1,1,1,1
4136,1,0.2267,1,0.200391904,0.2371,1,1,1,1
4137,1,0.3764,1,0.096890703,0.3797,1,1,1,1
4138,1,0.4909,1,0.215718269,0.4531,1,1,1,1
4139,1,0.5724,1,0.113970622,0.5043,1,1,1,1
4140,1,0.6002,1,0.066572145,0.5887,1,1,1,1
4141,1,0.6122,1,0.030067835,0.5789,1,1,1,1
4142,1,0.5975,1,0.027404794,0.568,1,1,1,1
4143,1,0.5315,1,0.032034814,0.3858,1,1,1,1
4144,1,0.3419,1,0.320604116,0.2035,1,1,1,1
4145,1,0.1672,1,0.087928981,0.1565,1,1,1,1
4146,1,0.0733,1,0.274061024,0.0803,1,1,1,1
4147,1,0.0088,1,0.161947623,0.011,1,1,1,1
4148,1,0,1,0.016573334,0,1,1,1,1
4149,1,0,1,0.025352208,0,1,1,1,1
4150,1,0,1,0.206886709,0,1,1,1,1
4151,1,0,1,0.302340716,0,1,1,1,1
4152,1,0,1,0.39352867,0,1,1,1,1
4153,1,0,1,0.744931817,0,1,1,1,1
4154,1,0,1,0.589511573,0,1,1,1,1
4155,1,0,1,0.623819411,0,1,1,1,1
4156,1,0,1,0.623697937,0,1,1,1,1
4157,1,0,1,0.575999022,0,1,1,1,1
4158,1,0.0043,1,0.583417833,0.0043,1,1,1,1
4159,1,0.0623,1,0.491086632,0.0961,1,1,1,1
4160,1,0.2003,1,0.332933605,0.2305,1,1,1,1
4161,1,0.3362,1,0.225157857,0.3627,1,1,1,1
4162,1,0.4571,1,0.25522694,0.4839,1,1,1,1
4163,1,0.5548,1,0.273181945,0.5896,1,1,1,1
4164,1,0.5854,1,0.189565584,0.6302,1,1,1,1
4165,1,0.6017,1,0.322386295,0.6216,1,1,1,1
4166,1,0.6029,1,0.269486487,0.6042,1,1,1,1
4167,1,0.541,1,0.29595688,0.5685,1,1,1,1
4168,1,0.425,1,0.446696162,0.4758,1,1,1,1
4169,1,0.286,1,0.830243707,0.3732,1,1,1,1
4170,1,0.1556,1,0.930709779,0.2119,1,1,1,1
4171,1,0.072,1,0.77305305,0.1158,1,1,1,1
4172,1,0.0689,1,0.098763205,0.1682,1,1,1,1
4173,1,0,1,0.2546314,0,1,1,1,1
4174,1,0,1,0.467610925,0,1,1,1,1
4175,1,0,1,0.531553447,0,1,1,1,1
4176,1,0,1,0.718726754,0,1,1,1,1
4177,1,0,1,0.64421773,0,1,1,1,1
4178,1,0,1,0.720784247,0,1,1,1,1
4179,1,0,1,0.748633087,0,1,1,1,1
4180,1,0,1,0.748998642,0,1,1,1,1
4181,1,0,1,0.840037346,0,1,1,1,1
4182,1,0.189,1,0.847282112,0.2137,1,1,1,1
4183,1,0.0883,1,0.242995247,0.1337,1,1,1,1
4184,1,0.2346,1,0.216114059,0.2722,1,1,1,1
4185,1,0.4067,1,0.055512123,0.4308,1,1,1,1
4186,1,0.5354,1,0.164602801,0.5428,1,1,1,1
4187,1,0.6306,1,0.048733409,0.6218,1,1,1,1
4188,1,0.6745,1,0.064304769,0.6687,1,1,1,1
4189,1,0.6685,1,0.051508918,0.6634,1,1,1,1
4190,1,0.6592,1,0.043250464,0.6569,1,1,1,1
4191,1,0.5789,1,0.029379277,0.5749,1,1,1,1
4192,1,0.4474,1,0.047085375,0.3695,1,1,1,1
4193,1,0.278,1,0.193007842,0.2678,1,1,1,1
4194,1,0.1607,1,0.219697356,0.1913,1,1,1,1
4195,1,0.0851,1,0.261437625,0.0951,1,1,1,1
4196,1,0,1,0.179465726,0,1,1,1,1
4197,1,0,1,0.370052457,0,1,1,1,1
4198,1,0,1,0.558752239,0,1,1,1,1
4199,1,0,1,0.56825763,0,1,1,1,1
4200,1,0,1,0.44103545,0,1,1,1,1
4201,1,0,1,0.532149136,0,1,1,1,1
4202,1,0,1,0.69571346,0,1,1,1,1
4203,1,0,1,0.645955563,0,1,1,1,1
4204,1,0,1,0.658834159,0,1,1,1,1
4205,1,0,1,0.38859278,0,1,1,1,1
4206,1,0.0729,1,0.416368484,0.0045,1,1,1,1
4207,1,0.1009,1,0.143241048,0.0667,1,1,1,1
4208,1,0.1676,1,0.010817611,0.0988,1,1,1,1
4209,1,0.2093,1,0.029109452,0.1514,1,1,1,1
4210,1,0.2328,1,0.021189345,0.2216,1,1,1,1
4211,1,0.2979,1,0.0332046,0.2792,1,1,1,1
4212,1,0.3235,1,0.029827075,0.3546,1,1,1,1
4213,1,0.348,1,0.039100565,0.5518,1,1,1,1
4214,1,0.4524,1,0.268610835,0.5912,1,1,1,1
4215,1,0.4243,1,0.178610861,0.5081,1,1,1,1
4216,1,0.3714,1,0.17755425,0.3934,1,1,1,1
4217,1,0.2726,1,0.161512882,0.2812,1,1,1,1
4218,1,0.1542,1,0.100277871,0.1914,1,1,1,1
4219,1,0.0637,1,0.082407333,0.0871,1,1,1,1
4220,1,0.0004,1,0.257081002,0.0176,1,1,1,1
4221,1,0,1,0.543916464,0,1,1,1,1
4222,1,0,1,0.599047542,0,1,1,1,1
4223,1,0,1,0.61217916,0,1,1,1,1
4224,1,0,1,0.950617909,0,1,1,1,1
4225,1,0,1,0.896876037,0,1,1,1,1
4226,1,0,1,0.901314676,0,1,1,1,1
4227,1,0,1,0.905268729,0,1,1,1,1
4228,1,0,1,0.797776461,0,1,1,1,1
4229,1,0,1,0.781698048,0,1,1,1,1
4230,1,0.1207,1,0.807386637,0.145,1,1,1,1
4231,1,0.1022,1,0.689081967,0.1338,1,1,1,1
4232,1,0.2362,1,0.417755067,0.2663,1,1,1,1
4233,1,0.3808,1,0.616696656,0.4101,1,1,1,1
4234,1,0.4803,1,0.423230201,0.5025,1,1,1,1
4235,1,0.5357,1,0.739763916,0.5635,1,1,1,1
4236,1,0.5432,1,0.850536525,0.5587,1,1,1,1
4237,1,0.5438,1,0.987946272,0.5235,1,1,1,1
4238,1,0.5222,1,0.992906868,0.5203,1,1,1,1
4239,1,0.502,1,0.954949856,0.5073,1,1,1,1
4240,1,0.413,1,0.957483649,0.4417,1,1,1,1
4241,1,0.3067,1,0.995159686,0.3374,1,1,1,1
4242,1,0.1705,1,0.957313597,0.2166,1,1,1,1
4243,1,0.0746,1,0.839267194,0.1064,1,1,1,1
4244,1,0.0012,1,0.669839799,0.0064,1,1,1,1
4245,1,0,1,0.615554631,0,1,1,1,1
4246,1,0,1,0.531172693,0,1,1,1,1
4247,1,0,1,0.374284714,0,1,1,1,1
4248,1,0,1,0.899301589,0,1,1,1,1
4249,1,0,1,0.987569451,0,1,1,1,1
4250,1,0,1,0.831888318,0,1,1,1,1
4251,1,0,1,0.820104659,0,1,1,1,1
4252,1,0,1,0.661965132,0,1,1,1,1
4253,1,0,1,0.557559967,0,1,1,1,1
4254,1,0.0428,1,0.71585691,0.0797,1,1,1,1
4255,1,0.1073,1,0.532644331,0.1161,1,1,1,1
4256,1,0.2165,1,0.381418973,0.2643,1,1,1,1
4257,1,0.369,1,0.719067872,0.423,1,1,1,1
4258,1,0.4939,1,0.915469408,0.5249,1,1,1,1
4259,1,0.5937,1,0.991534948,0.6044,1,1,1,1
4260,1,0.595,1,0.994274199,0.645,1,1,1,1
4261,1,0.5971,1,0.984071434,0.6586,1,1,1,1
4262,1,0.5788,1,0.930274308,0.6612,1,1,1,1
4263,1,0.5256,1,0.940155029,0.5838,1,1,1,1
4264,1,0.4145,1,0.849161148,0.4878,1,1,1,1
4265,1,0.2927,1,0.938407242,0.3664,1,1,1,1
4266,1,0.1595,1,0.88310343,0.2178,1,1,1,1
4267,1,0.064,1,0.43992117,0.1144,1,1,1,1
4268,1,0.0001,1,0.482916027,0.0513,1,1,1,1
4269,1,0,1,0.635671675,0,1,1,1,1
4270,1,0,1,0.544813573,0,1,1,1,1
4271,1,0,1,0.408325285,0,1,1,1,1
4272,1,0,1,0.781023324,0,1,1,1,1
4273,1,0,1,0.815511405,0,1,1,1,1
4274,1,0,1,0.918238223,0,1,1,1,1
4275,1,0,1,0.966636121,0,1,1,1,1
4276,1,0,1,0.959990978,0,1,1,1,1
4277,1,0,1,0.725447237,0,1,1,1,1
4278,1,0.1196,1,0.245298237,0.1791,1,1,1,1
4279,1,0.0917,1,0.279651493,0.1294,1,1,1,1
4280,1,0.2305,1,0.388571203,0.2651,1,1,1,1
4281,1,0.392,1,0.398834586,0.4225,1,1,1,1
4282,1,0.5141,1,0.250578254,0.5401,1,1,1,1
4283,1,0.6074,1,0.184600756,0.6252,1,1,1,1
4284,1,0.6526,1,0.186699167,0.668,1,1,1,1
4285,1,0.6509,1,0.201297894,0.6618,1,1,1,1
4286,1,0.643,1,0.112629965,0.656,1,1,1,1
4287,1,0.5701,1,0.120832451,0.5945,1,1,1,1
4288,1,0.4684,1,0.072467804,0.4964,1,1,1,1
4289,1,0.3352,1,0.054361761,0.3775,1,1,1,1
4290,1,0.1631,1,0.092879415,0.2189,1,1,1,1
4291,1,0.0781,1,0.072004206,0.1124,1,1,1,1
4292,1,0.0021,1,0.066791676,0.0028,1,1,1,1
4293,1,0,1,0.190585867,0,1,1,1,1
4294,1,0,1,0.457088739,0,1,1,1,1
4295,1,0,1,0.45988068,0,1,1,1,1
4296,1,0,1,0.472866714,0,1,1,1,1
4297,1,0,1,0.466151059,0,1,1,1,1
4298,1,0,1,0.474777311,0,1,1,1,1
4299,1,0,1,0.806126058,0,1,1,1,1
4300,1,0,1,0.779218495,0,1,1,1,1
4301,1,0,1,0.442314804,0,1,1,1,1
4302,1,0.0147,1,0.624453485,0.0002,1,1,1,1
4303,1,0.0785,1,0.696367621,0.049,1,1,1,1
4304,1,0.1559,1,0.65118432,0.159,1,1,1,1
4305,1,0.2278,1,0.172671884,0.3285,1,1,1,1
4306,1,0.3812,1,0.051805969,0.4663,1,1,1,1
4307,1,0.5423,1,0.036903031,0.5564,1,1,1,1
4308,1,0.5978,1,0.026239254,0.622,1,1,1,1
4309,1,0.6228,1,0.01181122,0.6377,1,1,1,1
4310,1,0.6322,1,0.190033689,0.6379,1,1,1,1
4311,1,0.569,1,0.529028535,0.5803,1,1,1,1
4312,1,0.4645,1,0.826584518,0.4878,1,1,1,1
4313,1,0.3287,1,0.861350298,0.3666,1,1,1,1
4314,1,0.1604,1,0.827531636,0.2138,1,1,1,1
4315,1,0.0747,1,0.568184793,0.1071,1,1,1,1
4316,1,0.0929,1,0.277791977,0.1388,1,1,1,1
4317,1,0,1,0.586958945,0,1,1,1,1
4318,1,0,1,0.798252046,0,1,1,1,1
4319,1,0,1,0.876728177,0,1,1,1,1
4320,1,0,1,0.558286965,0,1,1,1,1
4321,1,0,1,0.458582252,0,1,1,1,1
4322,1,0,1,0.475991964,0,1,1,1,1
4323,1,0,1,0.68334502,0,1,1,1,1
4324,1,0,1,0.839030862,0,1,1,1,1
4325,1,0,1,0.835533857,0,1,1,1,1
4326,1,0.1443,1,0.920808613,0.1423,1,1,1,1
4327,1,0.0982,1,0.772970855,0.1288,1,1,1,1
4328,1,0.2283,1,0.327633321,0.2595,1,1,1,1
4329,1,0.3865,1,0.179378852,0.4111,1,1,1,1
4330,1,0.5162,1,0.521349788,0.525,1,1,1,1
4331,1,0.6098,1,0.634025276,0.6027,1,1,1,1
4332,1,0.6572,1,0.727685094,0.6716,1,1,1,1
4333,1,0.6208,1,0.655138195,0.6504,1,1,1,1
4334,1,0.59,1,0.694265127,0.6406,1,1,1,1
4335,1,0.5564,1,0.392424762,0.5846,1,1,1,1
4336,1,0.4649,1,0.338385493,0.4911,1,1,1,1
4337,1,0.328,1,0.652789056,0.3458,1,1,1,1
4338,1,0.1655,1,0.57474345,0.2061,1,1,1,1
4339,1,0.0849,1,0.370055348,0.095,1,1,1,1
4340,1,0.0224,1,0.291444421,0.0588,1,1,1,1
4341,1,0,1,0.414478302,0,1,1,1,1
4342,1,0,1,0.827148199,0,1,1,1,1
4343,1,0,1,0.916300356,0,1,1,1,1
4344,1,0,1,0.881966531,0,1,1,1,1
4345,1,0,1,0.923477471,0,1,1,1,1
4346,1,0,1,0.94402045,0,1,1,1,1
4347,1,0,1,0.983298659,0,1,1,1,1
4348,1,0,1,0.978707671,0,1,1,1,1
4349,1,0,1,0.877108097,0,1,1,1,1
4350,1,0.1508,1,0.683879137,0.1576,1,1,1,1
4351,1,0.0868,1,0.204530478,0.1266,1,1,1,1
4352,1,0.2252,1,0.013544839,0.2581,1,1,1,1
4353,1,0.3843,1,0.00128691,0.4007,1,1,1,1
4354,1,0.4963,1,0.112565652,0.491,1,1,1,1
4355,1,0.5815,1,0.100983456,0.5893,1,1,1,1
4356,1,0.6222,1,0.084440075,0.6051,1,1,1,1
4357,1,0.6205,1,0.154688537,0.6034,1,1,1,1
4358,1,0.592,1,0.221458226,0.5631,1,1,1,1
4359,1,0.4165,1,0.204176635,0.3841,1,1,1,1
4360,1,0.2767,1,0.097894594,0.3151,1,1,1,1
4361,1,0.2584,1,0.139793471,0.3217,1,1,1,1
4362,1,0.1568,1,0.52677238,0.1621,1,1,1,1
4363,1,0.0537,1,0.307773411,0.0782,1,1,1,1
4364,1,0.0702,1,0.279155374,0.1001,1,1,1,1
4365,1,0,1,0.365559608,0,1,1,1,1
4366,1,0,1,0.502807021,0,1,1,1,1
4367,1,0,1,0.626967907,0,1,1,1,1
4368,1,0,1,0.705600381,0,1,1,1,1
4369,1,0,1,0.788164437,0,1,1,1,1
4370,1,0,1,0.832224965,0,1,1,1,1
4371,1,0,1,0.734846413,0,1,1,1,1
4372,1,0,1,0.590619326,0,1,1,1,1
4373,1,0,1,0.436024427,0,1,1,1,1
4374,1,0.1168,1,0.47070837,0.145,1,1,1,1
4375,1,0.091,1,0.1722188,0.1224,1,1,1,1
4376,1,0.2258,1,0.083201431,0.2575,1,1,1,1
4377,1,0.388,1,0.358199447,0.4072,1,1,1,1
4378,1,0.505,1,0.258043587,0.5021,1,1,1,1
4379,1,0.564,1,0.145203382,0.572,1,1,1,1
4380,1,0.5897,1,0.216392785,0.5861,1,1,1,1
4381,1,0.5797,1,0.052372407,0.566,1,1,1,1
4382,1,0.5759,1,0.241585031,0.5915,1,1,1,1
4383,1,0.5229,1,0.488935351,0.5309,1,1,1,1
4384,1,0.4212,1,0.506256759,0.4564,1,1,1,1
4385,1,0.3117,1,0.352107048,0.3339,1,1,1,1
4386,1,0.1674,1,0.081939735,0.2068,1,1,1,1
4387,1,0.0734,1,0.014518855,0.0833,1,1,1,1
4388,1,0.0566,1,0.005508712,0.1042,1,1,1,1
4389,1,0,1,0.108492963,0,1,1,1,1
4390,1,0,1,0.539468288,0,1,1,1,1
4391,1,0,1,0.761301816,0,1,1,1,1
4392,1,0,1,0.77053988,0,1,1,1,1
4393,1,0,1,0.853730261,0,1,1,1,1
4394,1,0,1,0.8607921,0,1,1,1,1
4395,1,0,1,0.904818296,0,1,1,1,1
4396,1,0,1,0.565592647,0,1,1,1,1
4397,1,0,1,0.626803935,0,1,1,1,1
4398,1,0.1441,1,0.539959848,0.156,1,1,1,1
4399,1,0.0922,1,0.242201939,0.1088,1,1,1,1
4400,1,0.2275,1,0.118469387,0.2604,1,1,1,1
4401,1,0.3968,1,0.100368783,0.4166,1,1,1,1
4402,1,0.5262,1,0.086505473,0.5314,1,1,1,1
4403,1,0.6258,1,0.128976002,0.6253,1,1,1,1
4404,1,0.6683,1,0.149094954,0.6604,1,1,1,1
4405,1,0.6589,1,0.240285978,0.6453,1,1,1,1
4406,1,0.6377,1,0.207831144,0.6279,1,1,1,1
4407,1,0.561,1,0.129709885,0.5698,1,1,1,1
4408,1,0.4526,1,0.057884358,0.4767,1,1,1,1
4409,1,0.3257,1,0.024031591,0.347,1,1,1,1
4410,1,0.1711,1,0.045733269,0.1762,1,1,1,1
4411,1,0.0727,1,0.044309758,0.0552,1,1,1,1
4412,1,0,1,0.027911447,0,1,1,1,1
4413,1,0,1,0.122761264,0,1,1,1,1
4414,1,0,1,0.274397761,0,1,1,1,1
4415,1,0,1,0.261478841,0,1,1,1,1
4416,1,0,1,0.455997854,0,1,1,1,1
4417,1,0,1,0.762791038,0,1,1,1,1
4418,1,0,1,0.774410903,0,1,1,1,1
4419,1,0,1,0.595910549,0,1,1,1,1
4420,1,0,1,0.598733366,0,1,1,1,1
4421,1,0,1,0.166959092,0,1,1,1,1
4422,1,0,1,0.135057524,0,1,1,1,1
4423,1,0.0269,1,0.017582571,0.0242,1,1,1,1
4424,1,0.1519,1,0.002247091,0.1591,1,1,1,1
4425,1,0.2952,1,0.005211891,0.3185,1,1,1,1
4426,1,0.4336,1,0.010208551,0.469,1,1,1,1
4427,1,0.6431,1,0.08069557,0.6608,1,1,1,1
4428,1,0.5725,1,0.021356922,0.5721,1,1,1,1
4429,1,0.5841,1,0.103507802,0.5845,1,1,1,1
4430,1,0.5682,1,0.178854465,0.5715,1,1,1,1
4431,1,0.5387,1,0.292314351,0.555,1,1,1,1
4432,1,0.448,1,0.151595533,0.4755,1,1,1,1
4433,1,0.3257,1,0.103266001,0.3598,1,1,1,1
4434,1,0.1648,1,0.288303316,0.2128,1,1,1,1
4435,1,0.0701,1,0.23853752,0.1095,1,1,1,1
4436,1,0,1,0.182607532,0.0028,1,1,1,1
4437,1,0,1,0.123560347,0,1,1,1,1
4438,1,0,1,0.31207189,0,1,1,1,1
4439,1,0,1,0.419083118,0,1,1,1,1
4440,1,0,1,0.481331021,0,1,1,1,1
4441,1,0,1,0.492821276,0,1,1,1,1
4442,1,0,1,0.662463129,0,1,1,1,1
4443,1,0,1,0.708400905,0,1,1,1,1
4444,1,0,1,0.772450924,0,1,1,1,1
4445,1,0,1,0.948050916,0,1,1,1,1
4446,1,0.1293,1,0.789685369,0.1483,1,1,1,1
4447,1,0.0851,1,0.268334955,0.1209,1,1,1,1
4448,1,0.2233,1,0.160880968,0.2531,1,1,1,1
4449,1,0.3887,1,0.108486898,0.4034,1,1,1,1
4450,1,0.5069,1,0.430068403,0.5103,1,1,1,1
4451,1,0.5897,1,0.531062961,0.5879,1,1,1,1
4452,1,0.5968,1,0.5456056,0.6018,1,1,1,1
4453,1,0.5784,1,0.414485067,0.5767,1,1,1,1
4454,1,0.5602,1,0.184052348,0.5315,1,1,1,1
4455,1,0.4569,1,0.303635746,0.4724,1,1,1,1
4456,1,0.3911,1,0.298843384,0.4094,1,1,1,1
4457,1,0.3015,1,0.348360151,0.323,1,1,1,1
4458,1,0.1686,1,0.316052973,0.2072,1,1,1,1
4459,1,0.0771,1,0.234347776,0.1078,1,1,1,1
4460,1,0.0584,1,0.173336685,0.1164,1,1,1,1
4461,1,0,1,0.243599489,0,1,1,1,1
4462,1,0,1,0.251311809,0,1,1,1,1
4463,1,0,1,0.038565498,0,1,1,1,1
4464,1,0,1,0.126415536,0,1,1,1,1
4465,1,0,1,0.060989495,0,1,1,1,1
4466,1,0,1,0.108155176,0,1,1,1,1
4467,1,0,1,0.224808738,0,1,1,1,1
4468,1,0,1,0.2039285,0,1,1,1,1
4469,1,0,1,0.155684158,0,1,1,1,1
4470,1,0.1516,1,0.029047702,0.1734,1,1,1,1
4471,1,0.0848,1,0.001756036,0.1214,1,1,1,1
4472,1,0.2216,1,0,0.2556,1,1,1,1
4473,1,0.3852,1,0.000349054,0.4092,1,1,1,1
4474,1,0.5053,1,0.038344413,0.5206,1,1,1,1
4475,1,0.5913,1,0.025628798,0.6145,1,1,1,1
4476,1,0.5977,1,0.032570399,0.5897,1,1,1,1
4477,1,0.6319,1,0.032221362,0.6352,1,1,1,1
4478,1,0.614,1,0.02276345,0.6337,1,1,1,1
4479,1,0.5582,1,0.106759861,0.5851,1,1,1,1
4480,1,0.4593,1,0.091493145,0.4851,1,1,1,1
4481,1,0.332,1,0.043252852,0.3765,1,1,1,1
4482,1,0.1649,1,0.029478092,0.2154,1,1,1,1
4483,1,0.0539,1,0.038957693,0.0699,1,1,1,1
4484,1,0.0018,1,0.055607766,0.0001,1,1,1,1
4485,1,0,1,0.085910328,0,1,1,1,1
4486,1,0,1,0.129977047,0,1,1,1,1
4487,1,0,1,0.213760972,0,1,1,1,1
4488,1,0,1,0.617086649,0,1,1,1,1
4489,1,0,1,0.887703776,0,1,1,1,1
4490,1,0,1,0.977663934,0,1,1,1,1
4491,1,0,1,0.878150344,0,1,1,1,1
4492,1,0,1,0.805306673,0,1,1,1,1
4493,1,0,1,0.781054676,0,1,1,1,1
4494,1,0.0746,1,0.81902343,0.1148,1,1,1,1
4495,1,0.094,1,0.193289608,0.1246,1,1,1,1
4496,1,0.2183,1,0.071149834,0.2414,1,1,1,1
4497,1,0.3221,1,0.04140747,0.3138,1,1,1,1
4498,1,0.3609,1,0.023127181,0.376,1,1,1,1
4499,1,0.3746,1,0.018036358,0.442,1,1,1,1
4500,1,0.4013,1,0.151401773,0.5073,1,1,1,1
4501,1,0.3806,1,0.290328741,0.4423,1,1,1,1
4502,1,0.377,1,0.544338703,0.3761,1,1,1,1
4503,1,0.3338,1,0.740216494,0.3463,1,1,1,1
4504,1,0.3031,1,0.514303327,0.275,1,1,1,1
4505,1,0.2765,1,0.51911068,0.2746,1,1,1,1
4506,1,0.1654,1,0.3693524,0.1788,1,1,1,1
4507,1,0.0663,1,0.426572591,0.0714,1,1,1,1
4508,1,0.0062,1,0.200955808,0,1,1,1,1
4509,1,0,1,0.522128522,0,1,1,1,1
4510,1,0,1,0.797224879,0,1,1,1,1
4511,1,0,1,0.777728558,0,1,1,1,1
4512,1,0,1,0.608555913,0,1,1,1,1
4513,1,0,1,0.823346257,0,1,1,1,1
4514,1,0,1,0.879634619,0,1,1,1,1
4515,1,0,1,0.909070611,0,1,1,1,1
4516,1,0,1,0.791829824,0,1,1,1,1
4517,1,0,1,0.855407894,0,1,1,1,1
4518,1,0.1241,1,0.79639715,0.1273,1,1,1,1
4519,1,0.0868,1,0.321388602,0.1108,1,1,1,1
4520,1,0.2205,1,0.141590819,0.2493,1,1,1,1
4521,1,0.385,1,0.081581973,0.4029,1,1,1,1
4522,1,0.5096,1,0.026064286,0.5159,1,1,1,1
4523,1,0.6007,1,0.001310702,0.5921,1,1,1,1
4524,1,0.631,1,0.124374069,0.6084,1,1,1,1
4525,1,0.6153,1,0.208482385,0.6164,1,1,1,1
4526,1,0.6066,1,0.154639259,0.6162,1,1,1,1
4527,1,0.5631,1,0.360254169,0.5802,1,1,1,1
4528,1,0.4664,1,0.58193475,0.4874,1,1,1,1
4529,1,0.3333,1,0.673164666,0.3753,1,1,1,1
4530,1,0.168,1,0.457451433,0.2182,1,1,1,1
4531,1,0.0733,1,0.424272448,0.1033,1,1,1,1
4532,1,0.0316,1,0.530714869,0.0648,1,1,1,1
4533,1,0,1,0.410839528,0,1,1,1,1
4534,1,0,1,0.609700978,0,1,1,1,1
4535,1,0,1,0.642342865,0,1,1,1,1
